query,entrezgene,name,symbol,alias,taxid,RGD
SDHA,157074,succinate dehydrogenase complex flavoprotein subunit A,Sdha,,10116,RGD:621557
ACN9,362323,succinate dehydrogenase complex assembly factor 3,Sdhaf3,"Acn9, LRRGT00092",10116,RGD:1305143
SEC24C,685144,"SEC24 homolog C, COPII coat complex component",Sec24c,,10116,RGD:1597739
SELP,25651,selectin P,Selp,PSELECT,10116,RGD:3656
SEMA3A,29751,semaphorin 3A,Sema3a,,10116,RGD:3657
SEMA3D,246262,semaphorin 3D,Sema3d,,10116,RGD:727939
SEMA5A,310207,semaphorin 5A,Sema5a,,10116,RGD:1308650
SEPT11,305227,septin 11,Septin11,Sept11,10116,RGD:1307405
SEPT2,117515,septin 2,Septin2,"Nedd5, Sept2, Vesp11",10116,RGD:620056
SEPT7,64551,septin 7,Septin7,"Cdc10, Sept7",10116,RGD:620469
SERINC2,313057,serine incorporator 2,Serinc2,Tde2l,10116,RGD:1311396
SERPINA1,24648,serpin family A member 1,Serpina1,"AAT, Pi, Spi1",10116,RGD:3326
SERPINA6,299270,serpin family A member 6,Serpina6,Cbg,10116,RGD:1595901
SERPINE1,24617,serpin family E member 1,Serpine1,"PAI1A, Pai1, Pai1aa, Planh, RATPAI1A",10116,RGD:3249
SERPINI1,116459,serpin family I member 1,Serpini1,"PI-12, raPIT5a",10116,RGD:619896
SERTAD1,361526,SERTA domain containing 1,Sertad1,,10116,RGD:1549778
SETD1A,309001,"SET domain containing 1A, histone lysine methyltransferase",Setd1a,RGD1311624,10116,RGD:1311624
SETDB1,689883,SET domain bifurcated histone lysine methyltransferase 1,Setdb1,,10116,RGD:1308370
SEZ6L,304554,seizure related 6 homolog like,Sez6l,RGD1563628,10116,RGD:1563628
SFRP1,84402,secreted frizzled-related protein 1,Sfrp1,sFRP-1,10116,RGD:621074
SGCE,432360,"sarcoglycan, epsilon",Sgce,,10116,RGD:1303201
SGIP1,313413,SH3GL interacting endocytic adaptor 1,Sgip1,RGD1564957,10116,RGD:1564957
SGK1,29517,serum/glucocorticoid regulated kinase 1,Sgk1,Sgk,10116,RGD:3668
SH3PXD2A,309460,SH3 and PX domains 2A,Sh3pxd2a,Sh3md1,10116,RGD:1311185
SHANK1,78957,SH3 and multiple ankyrin repeat domains 1,Shank1,"Shank1a, Spank1, Sstrip",10116,RGD:621011
SHANK3,59312,SH3 and multiple ankyrin repeat domains 3,Shank3,"Prosap2, Spank-2",10116,RGD:69264
SHBG,24775,sex hormone binding globulin,Shbg,Abpa,10116,RGD:3671
SHH,29499,sonic hedgehog signaling molecule,Shh,ShhNC,10116,RGD:3673
SHMT1,287379,serine hydroxymethyltransferase 1,Shmt1,"LRRGT00032, Shmt, mShmt",10116,RGD:1312011
SHOX2,25546,short stature homeobox 2,Shox2,,10116,RGD:3674
SIGMAR1,29336,sigma non-opioid intracellular receptor 1,Sigmar1,Oprs1,10116,RGD:68364
SIRT1,309757,sirtuin 1,Sirt1,Sir2,10116,RGD:1308542
SIRT2,361532,sirtuin 2,Sirt2,,10116,RGD:621481
SIRT5,306840,sirtuin 5,Sirt5,,10116,RGD:1303285
SLC12A2,83629,solute carrier family 12 member 2,Slc12a2,"Bsc2, Nkcc1",10116,RGD:620809
SLC12A5,171373,solute carrier family 12 member 5,Slc12a5,Kcc2,10116,RGD:620811
SLC12A6,691209,"solute carrier family 12, member 6",Slc12a6,Kcc3,10116,RGD:1311335
SLC17A5,363103,solute carrier family 17 member 5,Slc17a5,,10116,RGD:1311388
SLC17A6,84487,solute carrier family 17 member 6,Slc17a6,"Dnpi, Vglut2",10116,RGD:620531
SLC17A7,116638,solute carrier family 17 member 7,Slc17a7,"BNPI, Vglut1",10116,RGD:620101
SLC18A1,25693,solute carrier family 18 member A1,Slc18a1,"CGAT, VMAT-1",10116,RGD:3693
SLC18A2,25549,solute carrier family 18 member A2,Slc18a2,"MNAT, VMAT-2, VMAT2",10116,RGD:3694
SLC1A1,25550,solute carrier family 1 member 1,Slc1a1,"Eaac1, Eaat3, REAAC1",10116,RGD:3696
SLC1A2,29482,solute carrier family 1 member 2,Slc1a2,"Eaat2, Glt, Glt-1",10116,RGD:3697
SLC1A3,29483,solute carrier family 1 member 3,Slc1a3,"EAAT1, GLAST, GLAST-1, GluT-1",10116,RGD:3698
SLC1A4,305540,solute carrier family 1 member 4,Slc1a4,ASCT1,10116,RGD:735146
SLC1A5,292657,solute carrier family 1 member 5,Slc1a5,"Asct2, H4-ASCT2, Slc1a7",10116,RGD:708512
SLC1A6,84012,solute carrier family 1 member 6,Slc1a6,EAAT4,10116,RGD:620340
SLC22A16,682934,solute carrier family 22 member 16,Slc22a16,,10116,RGD:1592810
SLC22A18,309131,"solute carrier family 22, member 18",Slc22a18,,10116,RGD:1303323
SLC23A3,367298,"solute carrier family 23, member 3",Slc23a3,,10116,RGD:1307402
SLC25A1,29743,solute carrier family 25 member 1,Slc25a1,"Cic, Ctp, Slc20a3",10116,RGD:3703
SLC25A12,362145,solute carrier family 25 member 12,Slc25a12,"Aralar1, RGD1561141",10116,RGD:1305181
SLC25A27,85262,"solute carrier family 25, member 27",Slc25a27,Ucp4,10116,RGD:620787
SLC25A4,85333,solute carrier family 25 member 4,Slc25a4,Ant1,10116,RGD:620352
SLC29A1,63997,solute carrier family 29 member 1,Slc29a1,"ENT1, rENT1",10116,RGD:61899
SLC29A3,353307,solute carrier family 29 member 3,Slc29a3,Ent3,10116,RGD:727811
SLC30A3,366568,solute carrier family 30 member 3,Slc30a3,ZnT3,10116,RGD:1359689
SLC30A4,64469,solute carrier family 30 member 4,Slc30a4,,10116,RGD:619750
SLC30A8,299903,solute carrier family 30 member 8,Slc30a8,ZnT-8,10116,RGD:1308282
SLC32A1,83612,solute carrier family 32 member 1,Slc32a1,"RUNC-47, Vgat, Viaat",10116,RGD:621402
SAT1,170567,"solute carrier family 38, member 1",Slc38a1,"Ata1, GlnT, Sat1",10116,RGD:69645
SLC38A2,29642,"solute carrier family 38, member 2",Slc38a2,"Ata2, Atrc2, Sat2, Snat2",10116,RGD:69420
SLC39A3,314637,solute carrier family 39 member 3,Slc39a3,,10116,RGD:1310863
SLC46A1,303333,solute carrier family 46 member 1,Slc46a1,"RGD1309472, rPCFT",10116,RGD:1309472
SLC5A7,85426,solute carrier family 5 member 7,Slc5a7,Cht1,10116,RGD:69270
SLC6A1,79212,solute carrier family 6 member 1,Slc6a1,"Gabt1, Gat1",10116,RGD:620533
SLC6A11,79213,solute carrier family 6 member 11,Slc6a11,"Gabt4, Gat3",10116,RGD:628737
SLC6A12,50676,solute carrier family 6 member 12,Slc6a12,"BGT1, Gat1, RNU28927, VGAT",10116,RGD:620255
SLC6A13,171163,solute carrier family 6 member 13,Slc6a13,GAT-2,10116,RGD:620788
SLC6A15,282712,solute carrier family 6 member 15,Slc6a15,Ntt73,10116,RGD:628664
SLC6A2,83511,solute carrier family 6 member 2,Slc6a2,Net,10116,RGD:621822
SLC6A3,24898,solute carrier family 6 member 3,Slc6a3,Dat1,10116,RGD:3715
SLC6A4,25553,solute carrier family 6 member 4,Slc6a4,SERT,10116,RGD:3714
SLC6A5,171148,solute carrier family 6 member 5,Slc6a5,GLYT2,10116,RGD:621824
SLC6A9,116509,solute carrier family 6 member 9,Slc6a9,"GLYT-1, GLYT-1b, Glyt1",10116,RGD:621243
SLC7A10,114518,solute carrier family 7 member 10,Slc7a10,Asc-1,10116,RGD:621672
SLCO1C1,84511,"solute carrier organic anion transporter family, member 1c1",Slco1c1,"Bsat1, Oatp14, Slc21a14",10116,RGD:628660
SLCO3A1,140915,"solute carrier organic anion transporter family, member 3a1",Slco3a1,Slc21a11,10116,RGD:620227
SLIT3,83467,slit guidance ligand 3,Slit3,Megf5,10116,RGD:69311
SLITRK2,309349,"SLIT and NTRK-like family, member 2",Slitrk2,RGD1561361,10116,RGD:1561361
SMAD5,59328,SMAD family member 5,Smad5,Madh5,10116,RGD:620158
SMARCA2,361745,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",Smarca2,,10116,RGD:1302988
SMOX,308652,spermine oxidase,Smox,,10116,RGD:1306049
SMS,363469,spermine synthase,Sms,,10116,RGD:1564826
SNAP25,25012,synaptosome associated protein 25,Snap25,"SNAP-25B, SNAP-25a",10116,RGD:3728
SNAP29,116500,synaptosome associated protein 29,Snap29,Gs32,10116,RGD:620225
SNCB,113893,"synuclein, beta",Sncb,,10116,RGD:70992
SNORA54,120100390,"small nucleolar RNA, H/ACA box 54",Snora54,Gm23297,10116,RGD:41081613
SNORD15A,120100226,"small nucleolar RNA, C/D box 15A",Snord15a,SNORD15,10116,RGD:40952513
SNRNP70,361574,small nuclear ribonucleoprotein U1 subunit 70,Snrnp70,Snrp70,10116,RGD:1307120
SNX31,366915,sorting nexin 31,Snx31,RGD1309483,10116,RGD:1309483
SOBP,309860,sine oculis binding protein homolog,Sobp,"RGD1560479, Sobpl, jcx1",10116,RGD:1560479
SOCS2,84607,suppressor of cytokine signaling 2,Socs2,"Cish2, Socs-2",10116,RGD:69273
SOD1,24786,superoxide dismutase 1,Sod1,CuZnSOD,10116,RGD:3731
SOD2,24787,superoxide dismutase 2,Sod2,MnSOD,10116,RGD:3732
SORCS2,305438,sortilin-related VPS10 domain containing receptor 2,Sorcs2,,10116,RGD:1310621
SOX10,29361,SRY-box transcription factor 10,Sox10,,10116,RGD:3735
SOX5,140587,SRY-box transcription factor 5,Sox5,Sox5l1,10116,RGD:620471
SOX6,293165,SRY-box transcription factor 6,Sox6,,10116,RGD:1309000
SOX9,140586,SRY-box transcription factor 9,Sox9,SRY,10116,RGD:620474
SP1,24790,Sp1 transcription factor,Sp1,,10116,RGD:3738
SP3,367846,Sp3 transcription factor,Sp3,,10116,RGD:1583765
SP4,25162,Sp4 transcription factor,Sp4,HF-1b,10116,RGD:3741
SP8,299499,Sp8 transcription factor,Sp8,,10116,RGD:1307619
SPG21,300791,"SPG21 abhydrolase domain containing, maspardin",Spg21,,10116,RGD:1359141
SPR,499660,small proline-rich protein 1A,Sprr1a,"Spr, Spr1a, Sprr, Sprr1, Sprr1al",10116,RGD:1593163
SPTBN2,29211,"spectrin, beta, non-erythrocytic 2",Sptbn2,Spnb3,10116,RGD:3751
SRD5A1,24950,steroid 5 alpha-reductase 1,Srd5a1,S5AR 1,10116,RGD:3757
SRD5A2,64677,steroid 5 alpha-reductase 2,Srd5a2,S5AR 2,10116,RGD:621480
SREBF1,78968,sterol regulatory element binding transcription factor 1,Srebf1,"ADD-1, ADD1, SREBP-1, SREBP-1c, Srebp1",10116,RGD:69423
SREBF2,300095,sterol regulatory element binding transcription factor 2,Srebf2,"SREBP-2, SREBP2, Srebf2_retired",10116,RGD:1307751
SRF,501099,serum response factor,Srf,RGD1559787,10116,RGD:1559787
SRGAP3,500287,SLIT-ROBO Rho GTPase activating protein 3,Srgap3,RGD1563152,10116,RGD:1563152
SRR,303306,serine racemase,Srr,,10116,RGD:735094
SRRT,686980,"serrate, RNA effector molecule",Srrt,AABR07035787.1,10116,RGD:1591241
SRSF3,361814,serine and arginine rich splicing factor 3,Srsf3,Sfrs3,10116,RGD:1309233
SST,24797,somatostatin,Sst,"SRIF, SS-14, SS-28, Smst",10116,RGD:3761
SSTR3,171044,somatostatin receptor 3,Sstr3,"SSTR, Smstr28",10116,RGD:620308
SSTR5,25354,somatostatin receptor 5,Sstr5,"Smstr5, Somato",10116,RGD:3765
ST18,266680,ST18 C2H2C-type zinc finger transcription factor,St18,"Nzf3, r-MyT3",10116,RGD:708566
ST3GAL1,362924,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",St3gal1,Siat4a,10116,RGD:1309373
ST6GAL1,25197,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",St6gal1,Siat1,10116,RGD:3676
ST6GALNAC1,287920,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",St6galnac1,Siat7A,10116,RGD:1562048
ST8SIA2,117523,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",St8sia2,"SIAT8-B, STX, Siat8b",10116,RGD:621843
ST8SIA4,116696,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",St8sia4,Siat8d,10116,RGD:621845
STAB1,100363145,stabilin 1,Stab1,,10116,RGD:2324745
STARD3,363675,StAR-related lipid transfer domain containing 3,Stard3,,10116,RGD:1549768
STAT3,25125,signal transducer and activator of transcription 3,Stat3,,10116,RGD:3772
STIP1,192277,stress-induced phosphoprotein 1,Stip1,,10116,RGD:621599
STMN1,29332,stathmin 1,Stmn1,"Lap18, OP18, PP17, PP19, PR22",10116,RGD:2992
STON2,314349,stonin 2,Ston2,RGD1311502,10116,RGD:1311502
STX1A,116470,syntaxin 1A,Stx1a,,10116,RGD:69430
STXBP1,25558,syntaxin binding protein 1,Stxbp1,"ANC18HA, Munc18-1, NSEC1A, Sec1, Unc18-1",10116,RGD:3785
SULT1A1,83783,sulfotransferase family 1A member 1,Sult1a1,"ASTIV, Mx-ST, PST-1, St1a1, Stm",10116,RGD:3767
SULT4A1,58953,"sulfotransferase family 4A, member 1",Sult4a1,"ST4A1, Sultx3",10116,RGD:69292
SV2A,117559,synaptic vesicle glycoprotein 2a,Sv2a,Sv2,10116,RGD:619715
SYN1,24949,synapsin I,Syn1,,10116,RGD:3797
SYN2,29179,synapsin II,Syn2,,10116,RGD:3798
SYN3,29130,synapsin III,Syn3,,10116,RGD:3799
SYNDIG1,362235,synapse differentiation inducing 1,Syndig1,"DSPC2, RGD1310753, Tmem90b",10116,RGD:1310753
SYNE1,499010,spectrin repeat containing nuclear envelope protein 1,Syne1,"CPG2, Myne-1",10116,RGD:620546
SYNGAP1,192117,synaptic Ras GTPase activating protein 1,Syngap1,Syngap,10116,RGD:621090
SYNGR1,29205,synaptogyrin 1,Syngr1,,10116,RGD:3801
SYNJ2,84018,synaptojanin 2,Synj2,,10116,RGD:69436
SYT11,60568,synaptotagmin 11,Syt11,,10116,RGD:62042
TAAR1,113914,trace-amine-associated receptor 1,Taar1,"Tar1, Trar1, taR-1",10116,RGD:621621
TAAR6,294124,trace amine-associated receptor 6,Taar6,"TRAR4, Ta4",10116,RGD:631384
TAC1,24806,"tachykinin, precursor 1",Tac1,"PPTA3, Ppt5fl, RATPPTA3, TAC",10116,RGD:3807
TACR1,24807,tachykinin receptor 1,Tacr1,Tac1r,10116,RGD:3811
TACR3,24808,tachykinin receptor 3,Tacr3,"Nkr, Nmkr, Tac3r",10116,RGD:3810
TAGLN3,63837,transgelin 3,Tagln3,"Np22, Np25",10116,RGD:69301
TAP1,24811,"transporter 1, ATP binding cassette subfamily B member",Tap1,"Abcb2, Cim, Tap2",10116,RGD:3817
TAP2,24811,"transporter 1, ATP binding cassette subfamily B member",Tap1,"Abcb2, Cim, Tap2",10116,RGD:3817
TAPBP,25217,TAP binding protein,Tapbp,,10116,RGD:3819
TAS2R13,78984,"taste receptor, type 2, member 13",Tas2r13,T2R8,10116,RGD:620740
TAS2R38,500091,"taste receptor, type 2, member 138",Tas2r138,"T2R38, Tas2r38",10116,RGD:1560649
TBC1D25,302552,"TBC1 domain family, member 25",Tbc1d25,"Oatl1, RGD1559711",10116,RGD:1559711
TBP,117526,TATA box binding protein,Tbp,TFIID,10116,RGD:67398
TBX1,360737,T-box transcription factor 1,Tbx1,,10116,RGD:1307734
TBX19,304935,T-box transcription factor 19,Tbx19,,10116,RGD:1310145
TBX21,303496,T-box transcription factor 21,Tbx21,,10116,RGD:1308264
TCF4,84382,transcription factor 4,Tcf4,,10116,RGD:69271
TCF7L2,679869,transcription factor 7 like 2,Tcf7l2,,10116,RGD:1583621
TCP1,24818,t-complex 1,Tcp1,"CCTalpha, Tcp-1",10116,RGD:3832
TDO2,64206,"tryptophan 2,3-dioxygenase",Tdo2,"TO, Tdo",10116,RGD:68370
TEF,29362,"TEF transcription factor, PAR bZIP family member",Tef,,10116,RGD:3841
TENM4,308831,teneurin transmembrane protein 4,Tenm4,Odz4,10116,RGD:1304658
TERT,301965,telomerase reverse transcriptase,Tert,,10116,RGD:70494
TESK2,170908,testis associated actin remodelling kinase 2,Tesk2,,10116,RGD:619984
TET1,309902,tet methylcytosine dioxygenase 1,Tet1,Cxxc6,10116,RGD:1310993
TF,24825,transferrin,Tf,"Tfn, Trf",10116,RGD:3845
TFAP2A,306862,transcription factor AP-2 alpha,Tfap2a,Tcfap2a,10116,RGD:1310267
TFAP2B,301285,transcription factor AP-2 beta,Tfap2b,Tcfap2b,10116,RGD:1306321
TFAP2C,362280,transcription factor AP-2 gamma,Tfap2c,"AP2-gamma, Tcfap2c",10116,RGD:1303185
TFCP2,315309,transcription factor CP2,Tfcp2,Tcfcp2,10116,RGD:1306738
TGFB1,59086,"transforming growth factor, beta 1",Tgfb1,Tgfb,10116,RGD:69051
TGFBR2,81810,"transforming growth factor, beta receptor 2",Tgfbr2,"TGF-beta 2, Tgfbr2T",10116,RGD:69651
TGM2,56083,transglutaminase 2,Tgm2,"TgaseII, tTG",10116,RGD:621081
TGOLN2,192152,trans-golgi network protein 2,Tgoln2,"Tgn38, Tgoln1, Ttgn1",10116,RGD:620445
TH,25085,tyrosine hydroxylase,Th,The,10116,RGD:3853
THEMIS,498985,thymocyte selection associated,Themis,RGD1560849,10116,RGD:1560849
THSD7B,289007,thrombospondin type 1 domain containing 7B,Thsd7b,RGD1306938,10116,RGD:1306938
TIMELESS,83508,timeless circadian regulator,Timeless,"Tim, rTIM, rTLP",10116,RGD:620939
TIMP1,116510,TIMP metallopeptidase inhibitor 1,Timp1,"TIMP-1, Timp",10116,RGD:621675
TIMP4,680130,TIMP metallopeptidase inhibitor 4,Timp4,Timp-4,10116,RGD:69077
TIPARP,310467,TCDD-inducible poly(ADP-ribose) polymerase,Tiparp,RM1,10116,RGD:1306171
TKT,64524,transketolase,Tkt,,10116,RGD:621036
TLE1,362533,"TLE family member 1, transcriptional corepressor",Tle1,,10116,RGD:1309237
TLL1,678743,tolloid-like 1,Tll1,Tll,10116,RGD:1306120
TLL2,365460,tolloid-like 2,Tll2,"RGD1559756, Tll2b",10116,RGD:1559756
TLR2,310553,toll-like receptor 2,Tlr2,,10116,RGD:735138
TLR3,364594,toll-like receptor 3,Tlr3,,10116,RGD:735171
TLR4,29260,toll-like receptor 4,Tlr4,,10116,RGD:3870
TLR7,317468,toll-like receptor 7,Tlr7,RGD1563357,10116,RGD:1563357
TMEM245,298020,transmembrane protein 245,Tmem245,RGD1308958,10116,RGD:1308958
TMSB10,50665,"thymosin, beta 10",Tmsb10,"Ptmb10, THYb10",10116,RGD:62022
TNF,24835,tumor necrosis factor,Tnf,"RATTNF, TNF-alpha, Tnfa",10116,RGD:3876
TNFRSF1A,25625,TNF receptor superfamily member 1A,Tnfrsf1a,"TNFR-1, Tnfr1",10116,RGD:621237
TNFRSF1B,156767,TNF receptor superfamily member 1B,Tnfrsf1b,Tnfr2,10116,RGD:621238
TNFSF13,287437,TNF superfamily member 13,Tnfsf13,"April, Tnlg7b",10116,RGD:1305871
TNFSF13B,498666,TNF superfamily member 13b,Tnfsf13b,"BAFF, RGD1561519, Tnlg7a",10116,RGD:1561519
TNIK,294917,TRAF2 and NCK interacting kinase,Tnik,RGD1561817,10116,RGD:1561817
TNXB,415089,tenascin XB,Tnxb,Tnx,10116,RGD:1594402
TOM1,361370,target of myb1 membrane trafficking protein,Tom1,,10116,RGD:1308024
TOMM40,308416,translocase of outer mitochondrial membrane 40,Tomm40,"OM38, TOM40",10116,RGD:1303022
TOP3B,287930,DNA topoisomerase III beta,Top3b,,10116,RGD:1309468
TOR1A,266606,"torsin family 1, member A",Tor1a,Dyt1,10116,RGD:628863
TP53,24842,tumor protein p53,Tp53,"Trp53, p53",10116,RGD:3889
TPH1,24848,tryptophan hydroxylase 1,Tph1,Tph,10116,RGD:3895
TPH2,317675,tryptophan hydroxylase 2,Tph2,Ntph,10116,RGD:631332
TPI1,24849,triosephosphate isomerase 1,Tpi1,Tpi,10116,RGD:3896
TPO,54314,thyroid peroxidase,Tpo,,10116,RGD:3900
TPPP,361466,tubulin polymerization promoting protein,Tppp,"RGD1310121, TPPP/p25",10116,RGD:1310121
TPT1,116646,"tumor protein, translationally-controlled 1",Tpt1,,10116,RGD:621623
SRSF10,117259,transformer 2 beta,Tra2b,"Sfrs10, Srsf10",10116,RGD:619886
TREM1,301229,triggering receptor expressed on myeloid cells 1,Trem1,,10116,RGD:1309467
TRH,25569,thyrotropin releasing hormone,Trh,"Pro-TRH, THR, TRH01, Trf",10116,RGD:3903
TRIM69,311373,tripartite motif-containing 69,Trim69,Rnf36,10116,RGD:1305074
TRMT2A,287953,tRNA methyltransferase 2 homolog A,Trmt2a,Htf9c,10116,RGD:1310418
TRPC7,282822,"transient receptor potential cation channel, subfamily C, member 7",Trpc7,,10116,RGD:628820
TRPM1,361586,"transient receptor potential cation channel, subfamily M, member 1",Trpm1,,10116,RGD:1597140
TSHZ1,307217,teashirt zinc finger homeobox 1,Tshz1,Sdccag33,10116,RGD:1311684
TSNARE1,103692937,t-SNARE domain containing 1,Tsnare1,,10116,RGD:9421138
TSNAX,64028,translin-associated factor X,Tsnax,Trax,10116,RGD:621574
TSPAN8,171048,tetraspanin 8,Tspan8,"CO-29, Tm4sf3",10116,RGD:621783
TSPO,24230,translocator protein,Tspo,"Bzrp, MBR, PTBZR02, Ptbzr, RATPTBZR02",10116,RGD:2228
TTC12,300696,tetratricopeptide repeat domain 12,Ttc12,,10116,RGD:1303264
TTC9B,361528,tetratricopeptide repeat domain 9B,Ttc9b,RGD1306256,10116,RGD:1306256
TTR,24856,transthyretin,Ttr,"Lr1, TT, Tbpa",10116,RGD:3916
TUBA8,500377,"tubulin, alpha 8",Tuba8,,10116,RGD:1566041
TXNDC5,100362805,thioredoxin domain containing 5,Txndc5,,10116,RGD:2323973
TXNRD2,50551,thioredoxin reductase 2,Txnrd2,"Tr3, Trxr2, Trxrd2",10116,RGD:61960
TYK2,100361294,tyrosine kinase 2,Tyk2,,10116,RGD:2320469
TYR,308800,tyrosinase,Tyr,,10116,RGD:1589755
TYROBP,361537,transmembrane immune signaling adaptor Tyrobp,Tyrobp,Karap,10116,RGD:1303081
UBAP2,313169,ubiquitin-associated protein 2,Ubap2,,10116,RGD:1311717
UCN,29151,urocortin,Ucn,,10116,RGD:3929
UCN3,170896,urocortin 2,Ucn2,Ucn3,10116,RGD:620765
UCP2,54315,uncoupling protein 2,Ucp2,,10116,RGD:3932
UHMK1,246332,U2AF homology motif kinase 1,Uhmk1,"KIS, Kist",10116,RGD:2968
ULK4,363167,unc-51 like kinase 4,Ulk4,RGD1565726,10116,RGD:1565726
UNC5C,362049,unc-5 netrin receptor C,Unc5c,,10116,RGD:735109
USP46,289584,ubiquitin specific peptidase 46,Usp46,RGD1564808,10116,RGD:1564808
VAMP1,25624,vesicle-associated membrane protein 1,Vamp1,Syb1,10116,RGD:3948
VAMP2,24803,vesicle-associated membrane protein 2,Vamp2,"RATVAMPB, RATVAMPIR, SYB, Syb2",10116,RGD:3949
VAMP3,29528,vesicle-associated membrane protein 3,Vamp3,,10116,RGD:61880
VAMP7,85491,vesicle-associated membrane protein 7,Vamp7,Sybl1,10116,RGD:621558
VAPA,58857,VAMP associated protein A,Vapa,,10116,RGD:61803
VDR,24873,vitamin D receptor,Vdr,Nr1i1,10116,RGD:3959
VEGFA,83785,vascular endothelial growth factor A,Vegfa,"VEGF-A, VEGF111, VEGF164, VPF, Vegf",10116,RGD:619991
VGF,29461,VGF nerve growth factor inducible,Vgf,,10116,RGD:69399
VIP,117064,vasoactive intestinal peptide,Vip,vip/phi27,10116,RGD:621647
VIPR2,29555,vasoactive intestinal peptide receptor 2,Vipr2,,10116,RGD:3962
VLDLR,25696,very low density lipoprotein receptor,Vldlr,,10116,RGD:3963
VPS13A,309243,vacuolar protein sorting 13 homolog A,Vps13a,RGD1311340,10116,RGD:1311340
VRK2,360991,VRK serine/threonine kinase 2,Vrk2,,10116,RGD:1311585
VSNL1,24877,visinin-like 1,Vsnl1,"Nvp1, Ratnvp1",10116,RGD:3966
VWF,116669,von Willebrand factor,Vwf,,10116,RGD:621759
WFS1,83725,wolframin ER transmembrane glycoprotein,Wfs1,,10116,RGD:68954
DFNB31,313255,whirlin,Whrn,"Cip98, Dfnb31",10116,RGD:631330
WLS,362065,Wnt ligand secretion mediator,Wls,Gpr177,10116,RGD:735139
WNK3,317420,WNK lysine deficient protein kinase 3,Wnk3,RGD1563131,10116,RGD:1563131
WNK4,287715,WNK lysine deficient protein kinase 4,Wnk4,"Ac2-059, Prkwnk4",10116,RGD:631401
WNT2,114487,Wnt family member 2,Wnt2,Wnt,10116,RGD:621346
WWC1,303039,WW and C2 domain containing 1,Wwc1,RGD1308329,10116,RGD:1308329
XBP1,289754,X-box binding protein 1,Xbp1,HTF,10116,RGD:1303073
XRCC1,84495,X-ray repair cross complementing 1,Xrcc1,,10116,RGD:619823
XRCC3,102551085,X-ray repair cross complementing 3,Xrcc3,,10116,RGD:1306849
XRCC4,309995,X-ray repair cross complementing 4,Xrcc4,,10116,RGD:1359573
XRCC5,363247,X-ray repair cross complementing 5,Xrcc5,"Ku80, Kup80",10116,RGD:3976
YWHAE,29753,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon",Ywhae,14-3-3e,10116,RGD:62000
YWHAH,25576,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta",Ywhah,14-3-3e,10116,RGD:3978
YWHAZ,25578,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",Ywhaz,14-3-3z,10116,RGD:3980
ZBTB16,353227,zinc finger and BTB domain containing 16,Zbtb16,"Lx, Plzf, Zfp145, Znf145",10116,RGD:727921
ZCCHC14,365018,zinc finger CCHC-type containing 14,Zcchc14,RGD1309494,10116,RGD:1309494
ZDHHC8,303796,zinc finger DHHC-type palmitoyltransferase 8,Zdhhc8,,10116,RGD:1308875
ZNF804A,295695,zinc finger protein 804A,Zfp804a,"RGD1305239, Znf804a",10116,RGD:1305239
ZIC2,361096,Zic family member 2,Zic2,,10116,RGD:1311174
ACT,,,,,,
ADH1B,,,,,,
AKR1C4,,,,,,
APOBEC3A,,,,,,
APOBEC3C,,,,,,
C12ORF5,,,,,,
C14ORF28,,,,,,
C15ORF53,,,,,,
C20ORF181,,,,,,
CEACAM21,,,,,,
CHRFAM7A,,,,,,
CXCL8,,,,,,
CYP2A13,,,,,,
CYP2A6,,,,,,
CYP2C19,,,,,,
CYP2C9,,,,,,
CYP3A4,,,,,,
CYP3A5,,,,,,
DAOA,,,,,,
DAOA-AS1,,,,,,
DCANP1,,,,,,
DEL22Q11.2,,,,,,
DFNB47,,,,,,
DISC2,,,,,,
DLG2-AS1,,,,,,
ERDA1,,,,,,
ERVK-18,,,,,,
ERVK-8,,,,,,
ERVW-1,,,,,,
ERVW-4,,,,,,
FRA7G,,,,,,
GGTLC1,,,,,,
GHS,,,,,,
GPR78,,,,,,
GTS,,,,,,
GYPE,,,,,,
HCAR3,,,,,,
HCG9,,,,,,
HIST1H2BJ,,,,,,
HLA-A,,,,,,
HLA-B,,,,,,
HLA-C,,,,,,
HLA-DPB1,,,,,,
HLA-DQB1,,,,,,
HLA-DRA,,,,,,
HLA-DRB1,,,,,,
HLA-DRB4,,,,,,
HLA-E,,,,,,
HLA-G,,,,,,
HLA-J,,,,,,
HNRNPA3P1,,,,,,
HTC2,,,,,,
HTR3D,,,,,,
HTR3E,,,,,,
IBGC1,,,,,,
INS,,,,,,
LILRA1,,,,,,
LINC00271,,,,,,
MALAT1,,,,,,
MCHR2,,,,,,
MIR1202,,,,,,
MIR137HG,,,,,,
MIR219A2,,,,,,
