Gene names	Transcript names
Sema4b	NM_001170462
Cib1	NM_031145
Ttll13	NM_001134962
Ngrn	NM_001033900
	NR_028055
Vps33b	NM_022286
Prc1	NM_001107529
Unc45a	NM_001037647
Hddc3	NM_001107528
Man2a2	NM_001107527
Fes	NM_001108488
Furin	NM_019331
Iqgap1	NM_001108489
Wdr73	NM_001107525
Nmb	NM_001109149
Sec11a	NM_031723
Zfp592	NM_001106272
Alpk3	NM_001191895
Slc28a1	NM_053863
Pde8a	NM_198767
Rps17	NM_017152
Cpeb1	NM_001106276
LOC100360933	NM_001193275
	NR_106671
Fsd2	NM_001191627
Whamm	NM_001130728
Homer2	NM_053309
Fam103a1	NM_001127451
RGD1305713	NM_001024749
Btbd1	NM_001011932
Tm6sf1	NM_001108490
Hdgfrp3	NM_145785
Bnc1	NM_001108916
Sh3gl3	NM_031238
Adamtsl3	NM_001107533
Saxo2	NM_001106277
Eftud1	NM_001107534
Mex3b	NM_001191626
Tmc3	NM_001170432
Stard5	NM_001192011
Il16	NM_001105749
RGD1310371	NM_001100581
Mesdc1	NM_001013149
Mesdc2	NM_001008345
Abhd17c	NM_001100736
Arnt2	NM_012781
Fah	NM_017181
Zfand6	NM_001007630
F8a1	NM_001109323
Cyp2c7	NM_017158
Cyp2c6v1	NM_001013904
LOC652956	NM_001037659
Olr226	NM_031710
Olr227	NM_001000203
Vom2r41	NM_001099500
Vom2r40	NM_173317
Vom2r42	NM_001099511
Vom2r43	NM_001099512
Olr12	NM_001000540
Olr13	NM_001000116
Olr14	NM_001000695_1
Olr16	NM_001000694
Olr17	NM_001000937_1
Olr16	NM_001000694_1
Olr17	NM_001000937
Olr13	NM_001000116_1
Olr14	NM_001000695
Olr16	NM_001000694_2
Olr19	NM_001000117
Olr20	NM_001000118
Olr23	NM_001000119
Olr24	NM_001000693
Olr25	NM_001000692
Olr27	NM_001000936
Olr29	NM_001000691
Olr30	NM_001000120
Olr32	NM_001000690
Olr34	NM_001000689
Folh1	NM_057185
Nox4	NM_053524
Tyr	NM_001107535
Grm5	NM_017012
Ctsc	NM_017097
Rab38	NM_145774
Tmem135	NM_001013896
Fzd4	NM_022623
Prss23	NM_001007691
Me3	NM_001108491
Ccdc81	NM_001014021
l7Rn6	NM_001013897
Eed	NM_001106278
Picalm	NM_053554
Ccdc89	NM_001134833
Dlg2	NM_022282
Tmem126b	NM_001106280
Tmem126a	NM_001011557
	NR_073441
	NR_073439
	NR_073440
Crebzf	NM_001271791
Ccdc89	NM_001134833_1
Ccdc90b	NM_001024885
Ankrd42	NM_001135013
Rab30	NM_001015012
Ddias	NM_001126294
Prcp	NM_001106281
Fam181b	NM_001109150
	NR_032291
Tenm4	NM_001191628
Nars2	NM_001034921
Gab2	NM_053417
Kctd21	NM_001109151
Alg8	NM_001034127
Ndufc2	NM_001009290
Thrsp	NM_012703
Ints4	NM_001191629
Aamdc	NM_001108493
Clns1a	NM_031719
Aqp11	NM_173105
Pak1	NM_017198
Myo7a	NM_153473
Capn5	NM_134461
Omp	NM_012616
B3gnt6	NM_001106211
Tsku	NM_001009965
Gucy2d	NM_130737
Lrrc32	NM_001170434
Prkrir	NM_001191630
Wnt11	NM_080401
RGD1561870	NM_001109336
Uvrag	NM_001107536
Dgat2	NM_001012345
Mogat2	NM_001109436
Map6	NM_017204
Serpinh1	NM_017173
Rps3	NM_001009239
Arrb1	NM_012910
	NR_031773
Slco2b1	NM_080786
Olr35	NM_001000121
Olr36	NM_001000935
Olr37	NM_001000504
Neu3	NM_054010
Spcs2	NM_001191601
Chrdl2	NM_001107537
Pold3	NM_001024750
Lipt2	NM_001108917
	NR_131097
Kcne3	NM_022235
Pgm2l1	NM_001109454
P4ha3	NM_198775
Ppme1	NM_001191838
C2cd3	NM_001191602
Ucp3	NM_013167
Ucp2	NM_019354
Dnajb13	NM_001005885
Coa4	NM_001127655
Mrpl48	NM_001106282
Rab6a	NM_053366
Plekhb1	NM_172033
Fam168a	NM_001108494
Relt	NM_001108495
	NR_106684
P2ry6	NM_057124
P2ry2	NM_017255
Fchsd2	NM_001107539
Rpl7a	NM_001114391
Olr51	NM_001001021
Atg16l2	NM_001191560
Stard10	NM_001013069
Pde2a	NM_001143847
Pde2a	NM_001270604
Pde2a	NM_031079
	NR_031886
Art2b	NM_198735
Clpb	NM_022947
Phox2a	NM_053869
Inppl1	NM_001270843
Inppl1	NM_022944
Folr2	NM_001106283
Folr1	NM_133527
Anapc15	NM_001170435
Lrtomt	NM_001139494
Lamtor1	NM_199102
Lrrc51	NM_001106284
Numa1	NM_001100691
Il18bp	NM_053374
Rnf121	NM_001107540
Art5	NM_001013039
Art1	NM_001107541
Chrna10	NM_022639
Nup98	NM_031074
Pgap2	NM_053895
Rhog	NM_001037195
Stim1	NM_001108496
Rrm1	NM_001013236
Olr39	NM_001000128
Olr40	NM_001000127
Olr41	NM_001000126
Trim21	NM_001082572
Olr43	NM_001000541
Olr44	NM_001000125
Olr45	NM_001000124
Olr46	NM_001001001
Olr47	NM_001000123
Olr48	NM_001000122
Olr63	NM_001000542
Olr62	NM_001000129
Olr61	NM_001001022
Olr60	NM_001000748
Olr59	NM_173293
Olr57	NM_001000749
Olr56	NM_001000130
Olr53	NM_001001008
Olr51	NM_001001021_1
Olr50	NM_001000131
Olr49	NM_001000132
Olr67	NM_001001279
Olr68	NM_001000133
Olr69	NM_001001280
Olr70	NM_001001269
Olr72	NM_001001284
Olr74	NM_001000134
Olr75	NM_001001281
Olr77	NM_001001287
Olr78	NM_001000135
Olr79	NM_001002270
Olr80	NM_001001270
Olr81	NM_001001271
Olr82	NM_001001282
Olr83	NM_001000136
Olr84	NM_001000137
Olr85	NM_001000138
Olr86	NM_001000747
Olr87	NM_001000543
Olr88	NM_001000746
Olr89	NM_001000745
Olr91	NM_001000139
Olr92	NM_001000140
Olr93	NM_001000141
Olr94	NM_001001023
Olr95	NM_001001024
Olr96	NM_001001025
Olr98	NM_001000143
Olr101	NM_001000744
Olr103	NM_001000144
Olr104	NM_001000145
Olr105	NM_001000146
Olr106	NM_001000147
Olr107	NM_001000148
Olr108	NM_001000149
Olr109	NM_001000952
Olr110	NM_001000743
Olr111	NM_001000742
Olr112	NM_001000150
Olr113	NM_001000151
Olr114	NM_001000951
Olr115	NM_001000152
Olr119	NM_001000153
Olr120	NM_001000154
Olr121	NM_001000155
Olr122	NM_001000156
Olr124	NM_001000157
Olr125	NM_001000740
Olr126	NM_001000158
Olr127	NM_001001026
Olr128	NM_001000159
Hbb-b1	NM_198776
LOC100134871	NM_001113223
LOC689064	NM_001111269
Hbb	NM_033234
Hbg1	NM_172093
Hbe2	NM_001024805
Hbe1	NM_001008890
Olr129	NM_001001027
Olr130	NM_001001272
Olr131	NM_001001285
Olr132	NM_001001273
Olr135	NM_001001288
Olr136	NM_001000160
LOC499219	NM_001047938
Olr137	NM_001001283
Olr139	NM_001000161
Olr140	NM_001000162
Olr141	NM_001001274
Olr142	NM_001000544
Olr143	NM_001000163
Olr144	NM_001000164
Olr145	NM_001000545
Olr148	NM_001000165
RGD1562433	NM_001077678
Ubqln3	NM_001107543
Ubqlnl	NM_001013899
RGD1310717	NM_001106287
Olr149	NM_001000166
Olr150	NM_001000739
Trim6	NM_001170461
Trim34	NM_001276491
Trim5	NM_001014023
Olr152	NM_001000546
Olr153	NM_001000167
Olr154	NM_001000547
Olr155	NM_001000168
Olr156	NM_001006595
Olr157	NM_001000169
Olr158	NM_001000548
Olr159	NM_001000170
Olr160	NM_001000738
Olr161	NM_001001000
Olr162	NM_001000950
Olr163	NM_001000171
Olr164	NM_001000737
Olr165	NM_001000172
Olr167	NM_001000173
Olr179	NM_001000949
Olr180	NM_001000180
Olr181	NM_001001030
Olr183	NM_001000181
Olr184	NM_001000182
Olr185	NM_001000183
Olr186	NM_001001031
Olr188	NM_001001032
Olr189	NM_001000184
Olr190	NM_001000185
Olr192	NM_001000549
Olr193	NM_001000186
Olr194	NM_001000948
Olr196	NM_001000187
Olr197	NM_001000188
Olr198	NM_001001033
Olr199	NM_001001034
Olr200	NM_001000189
Olr201	NM_001000190
Olr202	NM_001000550
Fam160a2	NM_001005538
Cnga4	NM_053496
Cckbr	NM_013165
Prkcdbp	NM_134449
Smpd1	NM_001006997
Apbb1	NM_080478
Hpx	NM_053318
Trim3	NM_031786
Arfip2	NM_001004222
Timm10b	NM_053371
Rrp8	NM_001008346
Ilk	NM_133409
Taf10	NM_001134735
Tpp1	NM_031357
Dchs1	NM_001107544
Mrpl17	NM_133539
Olr229	NM_001000204
Olr208	NM_001000194
Olr209	NM_001000736
Olr210	NM_001000195
Olr211	NM_001000196
Olr213	NM_001000735
Olr214	NM_001000197
Olr215	NM_001000198
Olr217	NM_001000199
Olr218	NM_001000551
Olr219	NM_001001372
Olr220	NM_001000552
Olr221	NM_001000200
Olr222	NM_001000201
Olr223	NM_001000202
Olr224	NM_001000553
Olr226	NM_031710_1
Olr227	NM_001000203_1
Olr229	NM_001000204_1
Olr230	NM_001000205
Olr231	NM_001000206
Olr232	NM_001001035
Olr233	NM_001000207
Olr234	NM_001000208
Syt9	NM_053324
Olfml1	NM_001013192
Ppfibp2	NM_001100582
Cyb5r2	NM_001014244
Olr235	NM_001000209
Olr237	NM_001000210
Olr239	NM_001000211
Olr241	NM_001000734
Olr242	NM_001000213
Olr244	NM_001000214
Olr245	NM_001000215
Olr246	NM_001000216
Olr247	NM_001000217
Olr250	NM_001001037
Olr251	NM_001000218
Olr252	NM_001000219
Olr255	NM_001000947
Olr257	NM_001001038
Olr259	NM_001000222
Olr260	NM_001000946
Olr262	NM_001000221
Olr263	NM_001000220
Olr264	NM_001000999
Olr267	NM_001000228
Olr268	NM_001000733
Olr270	NM_001000229
Olr271	NM_001000732
Olr272	NM_001000230
Olr276	NM_001000227
Olr278	NM_001000730
Olr279	NM_001000226
Olr281	NM_001000225
Olr203	NM_001000191
Olr285	NM_001000223
Olr283	NM_001001010
Olr282	NM_001000224
Olr281	NM_001000225_1
Nlrp10	NM_001106291
Eif3f	NM_001277302
Tub	NM_013077
Ric3	NM_001115045
Ric3	NM_001277069
Lmo1	NM_139112
Trim66	NM_001191839
Rpl27a	NM_001106290
St5	NM_001107547
Akip1	NM_001108497
LOC499240	NM_001024287
Ascl3	NM_001271234
Tmem9b	NM_001106289
Nrip3	NM_001108498
Dennd5a	NM_001107546
Tmem41b	NM_001012358
Ipo7	NM_001107545
Zfp143	NM_001012169
Wee1	NM_001012742
Swap70	NM_001106288
Sbf2	NM_001134970
Adm	NM_012715
Ampd3	NM_031544
rnf141	NM_001001800
Lyve1	NM_001106286
Mrvi1	NM_001105210
Mrvi1	NM_001105211
Ctr9	NM_001100661
Eif4g2	NM_001017374
Galnt18	NM_001079884
Usp47	NM_001107542
Dkk3	NM_138519
Mical2	NM_001139508
Micalcl	NM_182669
Parva	NM_020656
Tead1	NM_001198589
Arntl	NM_024362
Btbd10	NM_001014022
Pth	NM_017044
Far1	NM_001011933
Spon1	NM_172067
Rras2	NM_001013434
Copb1	NM_080781
Psma1	NM_017278
Pde3b	NM_017229
Cyp2r1	NM_001108499
Calca	NM_001033956
Calca	NM_001033955
Calca	NM_017338
Calcb	NM_138513
Insc	NM_001106285
Nucb2	NM_021663
Pik3c2a	NM_001108500
Rps13	NM_130432
Plekha7	NM_001144861
RGD1311703	NM_001013898
Sox6	NM_001024751
Rps15a	NM_053982
Arl6ip1	NM_198737
Syt17	NM_138849
Itpripl2	NM_001127303
Coq7	NM_012785
Tmc7	NM_001191950
Tmc5	NM_001012216
Knop1	NM_001134611
Gde1	NM_032615
Ccp110	NM_001108501
LOC361635	NM_001017463
Knop1	NM_001134611_1
Gprc5b	NM_001106304
Gpr139	NM_001024241
Gp2	NM_134418
Umod	NM_017082
Pdilt	NM_001013902
Acsm5	NM_001014162
Acsm2a	NM_144748
RGD1559600	NM_001109153
Acsm1	NM_001108502
Acsm4	NM_181695
Thumpd1	NM_001009688
Acsm3	NM_033231
Eri2	NM_001191114
Exnef	NM_001079706
Dcun1d3	NM_001024886
Lyrm1	NM_001276487
Tmem159	NM_194354
Zp2	NM_031150
Anks4b	NM_001127650
Crym	NM_053955
Abca15	NM_001106293
Uqcrc2	NM_001006970
Pdzd9	NM_001024777
Vwa3a	NM_001079885
Vwa3a	NM_001198653
Eef2k	NM_012947
Polr3e	NM_001108503
Cdr2	NM_001025682
Mettl9	NM_001163164
Igsf6	NM_133542
Hs3st2	NM_181370
Usp31	NM_001107548
Scnn1g	NM_017046
Scnn1b	NM_012648
Cog7	NM_001033889
Gga2	NM_001100519
Ears2	NM_001159493
Ubfd1	NM_001034911
Ndufab1	NM_001106294
Palb2	NM_001191603
Dctn5	NM_001037778
Plk1	NM_017100
Ern2	NM_001108919
Chp2	NM_182738
Prkcb	NM_001172305
Prkcb	NM_012713
Cacng3	NM_080691
Tnrc6a	NM_001107549
Slc5a11	NM_001100482
Arhgap17	NM_001270693
Arhgap17	NM_001270692
Arhgap17	NM_001270694
Arhgap17	NM_022244
Lcmt1	NM_199405
Aqp8	NM_019158
Nupr1	NM_053611
Snrpn	NM_031117
Snurf	NM_130738
Snurf	NM_001270712
LOC100271845	NM_001145762
Kdm8	NM_001037196
Nsmce1	NM_001039611
Il4r	NM_133380
Il21r	NM_001012469
Gtf3c1	NM_133541
LOC361646	NM_001134574
Xpo6	NM_001011935
Sbk1	NM_147135_1
Lat	NM_030853
Spns1	NM_001039208
Nfatc2ip	NM_001007692
Cd19	NM_001013237
Rabep2	NM_030585
Atp2a1	NM_058213
Sh2b1	NM_134456
Sh2b1	NM_001048180
Tufm	NM_001106295
Atxn2l	NM_001130097
Eif3c	NM_001100662
Cln3	NM_001006971
Apobr	NM_001109154
Nupr1	NM_053611_1
Ccdc101	NM_001114502
Sult1a1	NM_031834
Slx1b	NM_001009292
Coro1a	NM_130411
Mapk3	NM_017347
Gdpd3	NM_001305187
Ypel3	NM_001135698
Tbx6	NM_001108920
Ppp4c	NM_134359
Aldoa	NM_012495
Aldoa	NM_001271536
Aldoa	NM_001177305
Fam57b	NM_001106296
RGD1563217	NM_001109155
Doc2a	NM_022937
Ino80e	NM_001013900
Hirip3	NM_001025725
Taok2	NM_022702
Kctd13	NM_198736
Sez6l2	NM_001107550
Cdipt	NM_138899
Mvp	NM_022715
Pagr1	NM_001013901
Prrt2	NM_001276470
	NR_077057
Maz	NM_001110319
Kif22	NM_001009645
Zg16	NM_134409
LOC308990	NM_001025001
Qprt	NM_001009646
Spn	NM_001271086
Cd2bp2	NM_001106297
Tbc1d10b	NM_001108921
Mylpf	NM_012605
Sept1	NM_001012460
Dctpp1	NM_138892
Sephs2	NM_001079889
Itgal	NM_001033998
Zfp689	NM_173330
LOC102554586	NM_001304268
Phkg2	NM_080584
LOC691909	NM_001134694
Rnf40	NM_153471
Zfp629	NM_001107551
Bcl7c	NM_001106298
	NR_128681
Ctf1	NM_017129
Ctf2	NM_001135800
Fbxl19	NM_001107552
Orai3	NM_001014024
Hsd3b7	NM_139329
Stx1b	NM_012700
Stx4	NM_031125
Zfp668	NM_001107553
Prss53	NM_001109156
Vkorc1	NM_203335
Bckdk	NM_019244
Kat8	NM_001017378
Prss8	NM_138836
Prss36	NM_001011560
Fus	NM_001012137
Pycard	NM_172322
Trim72	NM_001077675
Itgam	NM_012711
Itgad	NM_031691
Cox6a2	NM_012812
	NR_037674
Armc5	NM_001009455
Tgfb1i1	NM_001191840
Slc5a2	NM_022590
RGD1310127	NM_001035517
Ahsp	NM_001106299
Rgs10	NM_019337
Tial1	NM_001013193
Bag3	NM_001011936
Inpp5f	NM_001107554
Mcmbp	NM_001039608
Sec23ip	NM_001134859
Fgfr2	NM_012712
Fgfr2	NM_001109895
Fgfr2	NM_001109892
Fgfr2	NM_001109893
Fgfr2	NM_001109896
Fgfr2	NM_001109894
Ate1	NM_001106300
Nsmce4a	NM_001106301
Tacc2	NM_001004418
Tacc2	NM_001004415
Btbd16	NM_001017464
Plekha1	NM_001079894
Htra1	NM_031721
Dmbt1	NM_022849
Cuzd1	NM_054005
RGD1560958	NM_001109157
Fam24a	NM_001109158
RGD1305014	NM_001014025
Pstk	NM_001271229
Ikzf5	NM_001107555
Acadsb	NM_013084
Ppapdc1a	NM_001191631
Hmx3	NM_001106302
Hmx2	NM_001106303
Bub3	NM_001047906
Gpr26	NM_138841
Cpxm2	NM_001106306
Chst15	NM_173310
Oat	NM_022521
Nkx1-2	NM_001170476
Lhpp	NM_001009706
Fam53b	NM_001107556
Mettl10	NM_001108504
Fam175b	NM_001106307
Ctbp2	NM_053335
Tex36	NM_001024288
Edrf1	NM_001107557
Mmp21	NM_001106308
Uros	NM_001012068
Bccip	NM_001108505
Dhx32	NM_001130039
Fank1	NM_001008347
LOC100302465	NM_001163214
Dock1	NM_001143858
Fam196a	NM_001143803
Nps	NM_001271113
Clrn3	NM_001014026
Ptpre	NM_053767
Mki67	NM_001271366
Mgmt	NM_012861
Ebf3	NM_001108506
Glrx3	NM_032614
Tcerg1l	NM_001130077
Mapk1ip1	NM_001122782
Ppp2r2d	NM_144746
Bnip3	NM_053420
Jakmip3	NM_001163277
Dpysl4	NM_012933
Stk32c	NM_001108922
Lrrc27	NM_001113789
Lrrc27	NM_001143756
Pwwp2b	NM_001108507
Inpp5a	NM_001108923
Nkx6-2	NM_001107558
Utf1	NM_001131032
	NR_032736
Tubgcp2	NM_001107560
Zfp511	NM_001106309
Msx3	NM_053712
Caly	NM_001190399
Caly	NM_138915
Prap1	NM_031669
Fuom	NM_001106310
Echs1	NM_078623
Paox	NM_001106311
Sprn	NM_001031845
Olr286	NM_001000554
Olr287	NM_173334
Olr288	NM_001000231
Cd163l1	NM_001106312
Olr289	NM_001000767
Olr292	NM_001000232
Olr295	NM_001000233
Olr297	NM_001000234
Olr298	NM_001000235
Olr299	NM_001000236
Olr300	NM_001000237
Olr302	NM_001000238
Olr303	NM_001000239
Olr304	NM_001001039
Olr305	NM_001000240
Olr306	NM_001000766
Olr307	NM_001000241_1
Olr308	NM_001000955
Olr309	NM_001000242
Olr310	NM_001000765
Olr311	NM_001000555
Olr312	NM_001000764
Olr313	NM_001001040
Olr315	NM_001000243
Cyp2e1	NM_031543
Syce1	NM_001025058
RGD1309350	NM_001134507
Scgb1c1	NM_001107561
Odf3	NM_001108924
Bet1l	NM_019368
Ric8a	NM_001100520
Sirt3	NM_001106313
Psmd13	NM_001108925
Cox8b	NM_012786
Nlrp6	NM_134375
Nlrp6	NM_134375_1
Ifitm2	NM_030833
Ifitm1	NM_001106314
Ifitm3	NM_001136124
B4galnt4	NM_001107562
Pkp3	NM_001106315
Sigirr	NM_001024887
Pddc1	NM_001107563_1
Cend1	NM_001014163
Slc25a22	NM_001014027_1
Pidd1	NM_001106318
Rplp2	NM_001030021
Pnpla2	NM_001108509
Cracr2b	NM_001127541_1
Cd151	NM_022523
Polr2l	NM_001143911
Tspan4	NM_001013070_1
Chid1	NM_001047854
Ptdss2	NM_001106316
Rnh1	NM_139105
Rnh1	NM_001270763
Rnh1	NM_001270762
Hras	NM_001130441
Hras	NM_001098241
Lrrc56	NM_001024902
Lmntd2	NM_001127540
Rassf7	NM_001106317
	NR_037366
	NR_031923
Phrf1	NM_139093
Irf7	NM_001033691
Cdhr5	NM_138525
Sct	NM_022670
Drd4	NM_012944
Deaf1	NM_031801
	NR_045203
	NR_045202
Eps8l2	NM_001108508
Taldo1	NM_031811
Pddc1	NM_001107563
Cend1	NM_001014163_1
Slc25a22	NM_001014027
Pidd1	NM_001106318_1
Rplp2	NM_001030021_1
Pnpla2	NM_001108509_1
Cracr2b	NM_001127541
Cd151	NM_022523_1
Polr2l	NM_001143911_1
Tspan4	NM_001013070
Chid1	NM_001047854_1
Ap2a2	NM_031008
Tollip	NM_001109668
Mob2	NM_001109159
Dusp8	NM_001108510
Cttn	NM_021868
LOC685544	NM_001109474
Ctsd	NM_134334
Syt8	NM_053325
Tnni2	NM_017185
Lsp1	NM_001025420
Tnnt3	NM_031532
Tnnt3	NM_001270675
Tnnt3	NM_001270677
Tnnt3	NM_001270676
Tnnt3	NM_001270671
Tnnt3	NM_001270670
Tnnt3	NM_001270673
Tnnt3	NM_001270672
Tnnt3	NM_001270678
Tnnt3	NM_001270665
Tnnt3	NM_001270668
Tnnt3	NM_001270666
Tnnt3	NM_001270664
Mrpl23	NM_022529
	NR_027324
	NR_032754
Igf2	NM_001190162
Igf2	NM_001190163
Igf2	NM_031511
	NR_032112
Ins2	NM_019130
Th	NM_012740
Ascl2	NM_031503
Cd81	NM_013087
Tssc4	NM_001310046
Tssc4	NM_001310047
Tssc4	NM_001013194
Trpm5	NM_001191896
Kcnq1	NM_032073
Cdkn1c	NM_001033758
Cdkn1c	NM_001033757
Cdkn1c	NM_182735
Slc22a18	NM_001004260
Phlda2	NM_001100521
Phlda2	NM_001170480
Nap1l4	NM_001012170
Cars	NM_001106319
Tnfrsf26	NM_001108511
Osbpl5	NM_001015024
Mrgprg	NM_203470
Mrgpre	NM_001002288
Nadsyn1	NM_181480
Dhcr7	NM_022389
Shank2	NM_201350
Shank2	NM_133441
Shank2	NM_133440
Shank2	NM_001004133
Cttn	NM_021868_1
Ppfia1	NM_001106320
LOC100364769	NM_001177828
Fadd	NM_152937
Ano1	NM_001107564
Fgf3	NM_130817
Fgf4	NM_053809
Fgf19	NM_130753
	NR_036653
Oraov1	NM_001107565
Ccnd1	NM_171992
Rmt1	NM_145088
Tpcn2	NM_001107566
Mrgprf	NM_153722
Mrgprd	NM_001001506
Ighmbp2	NM_031586
Mrpl21	NM_001107567
Cpt1a	NM_031559
Mtl5	NM_001012069
Gal	NM_033237
Ppp6r3	NM_001287134
Lrp5	NM_001106321
RGD1311946	NM_001025683
Suv420h1	NM_001108512
Chka	NM_017127
Tcirg1	NM_199089
Ndufs8	NM_001106322
Aldh3b1	NM_001006998
Unc93b1	NM_001108513
Acy3	NM_001009603
Doc2g	NM_001011937
Ndufv1	NM_001006972
Gstp1	NM_012577
RGD1307603	NM_001134508
Cdk2ap2	NM_001109498
Pitpnm1	NM_001008369
Aip	NM_172327
Tmem134	NM_001078647
Tmem134	NM_001078648
Cabp4	NM_001108926
Rpl35a	NM_021264
Coro1b	NM_019222
Ptprcap	NM_001024289
Rps6kb2	NM_001010962
Tbc1d10c	NM_001081980
Ppp1ca	NM_031527
Clcf1	NM_207615
Pold4	NM_001013195
Ssh3	NM_001012217
Ankrd13d	NM_001108514
Adrbk1	NM_012776
Kdm2a	NM_001108515
Rhod	NM_001106323
Syt12	NM_138835
LOC689065	NM_001109521
Pc	NM_012744
Lrfn4	NM_001109508
Rce1	NM_001100585
Sptbn2	NM_019167
Rbm4b	NM_001007014
Rbm4	NM_001170484
Rbm14	NM_133388
Ccs	NM_053425
Ccdc87	NM_001109527
Ctsf	NM_001034110
Actn3	NM_133424
Zdhhc24	NM_001039100
Bbs1	NM_001107569
Dpp3	NM_053748
Peli3	NM_001127542
mrpl11	NM_001006973
Npas4	NM_153626
Slc29a2	NM_031738
B3gnt1	NM_001106324
Brms1	NM_001009605
Rin1	NM_139038
Cd248	NM_001106325
Cd248	NM_001106325_1
Tmem151a	NM_001107570
Slc29a2	NM_031738_1
B3gnt1	NM_001106324_1
Brms1	NM_001009605_1
Rin1	NM_139038_1
Cd248	NM_001106325_2
Tmem151a	NM_001107570_1
Yif1a	NM_172017
Cnih2	NM_001025132
Rab1b	NM_001109979
Pacs1	NM_134406
Sf3b2	NM_001106326
Gal3st3	NM_001024290
Cst6	NM_133566
Banf1	NM_053631
Eif1ad	NM_001008305
Sart1	NM_031596
Tsga10ip	NM_001270736
Tsga10ip	NM_001270737
Tsga10ip	NM_001004278
Drap1	NM_001077668
Bles03	NM_001243534
Bles03	NM_001024233
Fosl1	NM_012953
Fibp	NM_172334
Ctsw	NM_001024242
Efemp2	NM_001005907
Efemp2	NM_001277341
Efemp2	NM_001277346
Mus81	NM_001025645
Cfl1	NM_017147
Ovol1	NM_001107572
Ap5b1	NM_001271032
Kat5	NM_001005872
Rela	NM_199267
Sipa1	NM_001004089
Map3k11	NM_001013150
Ehbp1l1	NM_001270705
Ehbp1l1	NM_001270704
Ehbp1l1	NM_001025117
Ehbp1l1	NM_001129997
Fam89b	NM_001015013
Sssca1	NM_001109537
Ltbp3	NM_001191561
Scyl1	NM_001011938
Frmd8	NM_001008348
Slc25a45	NM_001271179
Tigd3	NM_001107573
Dpf2	NM_001108516
Cdc42ep2	NM_001009689
Pola2	NM_053480
Slc22a20	NM_001106327
Capn1	NM_019152
Syvn1	NM_001100739
Mrpl49	NM_001047883
Fau	NM_001160231
Fau	NM_001012739
Fau	NM_001160232
Znhit2	NM_001107574
Tm7sf2	NM_001013071
	NR_106683
Tmem262	NM_001242633
Zfpl1	NM_001286936
Cdca5	NM_001115042
Naaladl1	NM_031759
Snx15	NM_001024752
Arl2	NM_031711
LOC499306	NM_001024291
Ppp2r5b	NM_181379
Gpha2	NM_133619
Atg2a	NM_001109545
	NR_031911
	NR_031908
Ehd1	NM_001011939
Cdc42bpg	NM_001130013
Men1	NM_019208
Map4k2	NM_001106329
Sf1	NM_001110793
Sf1	NM_058210
Pygm	NM_012638
Rasgrp2	NM_001082977
Nrxn2	NM_053846
Slc22a12	NM_001034943
Rps6ka4	NM_001108517
Prdx5	NM_053610
Trmt112	NM_001106330
Esrra	NM_001008511
Kcnk4	NM_053804
Gpr137	NM_001109562
Bad	NM_022698
Plcb3	NM_033350
Ppp1r14b	NM_172045
Fkbp2	NM_001134429
Fkbp2	NM_001134428
Vegfb	NM_053549
Dnajc4	NM_001013196
Nudt22	NM_199090
Trpt1	NM_001106331
Fermt3	NM_001127543
Stip1	NM_138911
Macrod1	NM_139337
Flrt1	NM_001109160
Otub1	NM_001106332
Cox8a	NM_134345
Naa40	NM_001108518
Rcor2	NM_001013994_1
Mark2	NM_021699
RGD1308106	NM_001134575
RGD1560108	NM_001109161
Rtn3	NM_080909
Rtn3	NM_001009953
Atl3	NM_001044241
Pla2g16	NM_017060
Lgals12	NM_001106333
Hrasls5	NM_001039007
Slc22a24	NM_173302
UST4r	NM_134379
Ust5r	NM_134380
Slc22a25	NM_138908
Slc22a8	NM_031332
Slc22a6	NM_017224
Chrm1	NM_080773
Slc3a2	NM_019283
Slc3a2	NM_001271089
	NR_131096
Wdr74	NM_001109569
Stx5	NM_031704
Nxf1	NM_021579
Tmem223	NM_001191104
Tmem179b	NM_001109572
Taf6l	NM_001107575
Polr2g	NM_053948
Zbtb3	NM_001109162
Ttc9c	NM_001007693
Hnrnpul2	NM_001305220
Gng3	NM_053658
Bscl2	NM_001012171
Lrrn4cl	NM_001109579
Ubxn1	NM_001034829
LOC690344	NM_001168661
Lbhd1	NM_001109581
Ints5	NM_001107576
Ganab	NM_001106334
B3gat3	NM_001128184
Rom1	NM_001009690
Mta2	NM_001100740
Tut1	NM_001033901
Eef1g	NM_001004223
Ahnak	NM_001191951
Scgb1a1	NM_013051
Asrgl1	NM_145089
Scgb1d2	NM_177482
Psbpc2	NM_207593
Scgb2a2	NM_203333
Fads2	NM_031344
Incenp	NM_001106335
Fth1	NM_012848
Best1	NM_001011940
Rab3il1	NM_134411
Fads3	NM_173137
Fads1	NM_053445
Fen1	NM_053430
Myrf	NM_001170487
Dagla	NM_001005886
Syt7	NM_021659
Lrrc10b	NM_001107577
Ppp1r32	NM_145786
Sdhaf2	NM_001008371
Cpsf7	NM_001014245
Tmem216	NM_001271039
Cyb561a3	NM_001014164
Tmem138	NM_198777
Tkfc	NM_001039031
Ddb1	NM_171995
Vwce	NM_001271311
Pga5	NM_021753
Vps37c	NM_001107463
Cd5	NM_019295
Cd6	NM_175577
Slc15a3	NM_139341
Tmem132a	NM_178021
